Epoch and iteration,loss
0_0,0.6795955300331116
1_0,2.432603597640991
2_0,0.6585966348648071
3_0,0.6474031805992126
4_0,0.6383339762687683
5_0,0.6301230788230896
6_0,0.6278388500213623
7_0,0.6172831058502197
8_0,0.5530131459236145
9_0,0.46837344765663147
10_0,0.37684622406959534
